Region,Year,Source,Sector,Subsector,TPM,PM10,PM2.5,SOX,NOX,VOC,CO,NH3,Pb,Cd,Hg,D/F,HCB,PAH
Canada,2004,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,204,237,,,406.9,37.7,,,11.268,288.9
Canada,2004,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,237,237,237,6823,16369,6215,6957,1246,,13.1,8.6,,,
Canada,2004,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,28,32,31,,973,8941,1377,,14.1,27.7,,,,0.6
Canada,2004,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,3450,2302,1152,110950,24229,34540,41110,1404,209.7,21.5,28.5,,,5.7
Canada,2004,Industrial Sources,Downstream Petroleum Industry,all subsectors,8730,6779,4366,118897,31153,55765,34817,128,474.7,158.7,47.7,,,54.5
Canada,2004,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,6206,4763,2962,111688,29350,23907,34247,124,470.7,158.7,45.2,,,54.3
Canada,2004,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,444,309,180,4718,732,30936,288,1,4,,2.5,,,0.2
Canada,2004,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,2081,1707,1224,2491,1070,922,281,3,,,0.1,,,
Canada,2004,Industrial Sources,Other Industries,all subsectors,26060,14590,10653,55631,54778,71228,30411,1019,11437.4,336.8,324.6,13.8,7.42,1348.8
Canada,2004,Industrial Sources,Other Industries,Metal Fabrication,3162,1073,874,2576,1118,11682,9206,39,10614.4,285.9,24.4,12.894,7.281,1341.9
Canada,2004,Industrial Sources,Other Industries,Glass Manufacture,1238,1116,1040,2391,5935,666,742,118,4.6,0.8,19,,,0.7
Canada,2004,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,1277,1009,588,1135,1472,16701,1970,19,195.9,0.4,,0.906,0.139,6.2
Canada,2004,Industrial Sources,Other Industries,Electronics,12,5,4,2961,74,276,23,58,426.1,,88.5,,,
Canada,2004,Industrial Sources,Other Industries,Plastics Manufacture,316,226,149,886,333,13714,229,9,16.3,3.2,,,,
Canada,2004,Industrial Sources,Other Industries,Food Preparation,5574,2925,1778,4971,3082,14527,1421,276,,,0.3,,,
Canada,2004,Industrial Sources,Other Industries,Textiles ,52,38,19,272,110,756,56,17,0.2,,,,,
Canada,2004,Industrial Sources,Other Industries,Abrasives Manufacture,376,286,211,859,74,607,272,,,,,,,
Canada,2004,Industrial Sources,Other Industries,Bakeries,1,1,,,,6610,3,,,,,,,
Canada,2004,Industrial Sources,Other Industries,Other (Other Industries),14052,7911,5990,39580,42582,5688,16488,483,179.9,46.5,192.5,,,
Canada,2004,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,452,600,432,5097,38220,2371,20653,3,,,,,,0.2
Canada,2004,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,345,494,327,1398,26860,1463,10036,3,,,,,,0.2
Canada,2004,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,101,100,99,3416,11065,908,10617,,,,,,,
Canada,2004,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,6,6,6,283,295,,,,,,,,,
Canada,2004,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Canada,2004,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,3847,3213,2686,21272,31492,1413,19875,360,325.9,513.6,64.6,0.38,,3.2
Canada,2004,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,33127,16877,8982,558938,255274,3424,47201,791,1666.3,271.5,2310,7.423,6811.39,247.6
Canada,2004,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,27497,12819,5669,474225,189429,1340,24095,409,1221.3,182.4,2217.7,5.706,6417.871,157.9
Canada,2004,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,2488,1704,1375,17221,30561,1384,14131,112,63.3,60.4,23.4,1.145,393.519,1.3
Canada,2004,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),3143,2354,1938,67492,35284,699,8975,269,381.7,28.6,68.9,0.572,,88.5
Canada,2004,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,2983,2582,2456,10827,34865,1674,13114,557,393.4,497.1,72.4,0.544,,4.5
Canada,2004,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,189830,179348,179209,2831,19814,261457,1247870,1783,2719.3,155.7,41.6,7.076,,108311.7
Canada,2004,Mobile Sources,Air Transportation,all subsectors,916,916,817,6112,63181,5372,39515,34,40660,,,,,8.2
Canada,2004,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,17571,17571,17044,7466,339443,24121,96000,541,,,,5.543,,542.4
Canada,2004,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,1032,1032,949,222,27632,25138,317272,444,,,,0.026,,433.4
Canada,2004,Mobile Sources,Light-duty diesel trucks,all subsectors,398,398,386,100,4033,698,2489,18,,,,0.728,,40
Canada,2004,Mobile Sources,Light-duty diesel vehicles,all subsectors,283,283,275,130,1754,309,769,9,,,,0.35,,24.9
Canada,2004,Mobile Sources,Light-duty gasoline trucks,all subsectors,3495,3495,3215,1929,159776,128339,1576795,3877,,,,0.105,,287.6
Canada,2004,Mobile Sources,Light-duty gasoline vehicles,all subsectors,4700,4700,4324,2479,156466,162510,1610342,6606,,,,0.177,,250.5
Canada,2004,Mobile Sources,Marine Transportation,all subsectors,16850,16176,14882,123956,206529,18202,18559,246,815.9,310.3,7,27.204,,163.3
Canada,2004,Mobile Sources,Motorcycles,all subsectors,25,25,23,10,547,3030,18898,12,,,,0.003,,7.8
Canada,2004,Mobile Sources,Off-road use of diesel,all subsectors,37166,37166,36423,8580,342210,45413,210076,228,,,,,,0.1
Canada,2004,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,11768,11321,10638,351,29745,558387,2429019,138,,,,,,1.2
Canada,2004,Mobile Sources,Rail Transportation,all subsectors,3237,3237,3139,4580,121943,5882,14442,45,271.9,90.6,90.6,1.116,,55
Canada,2004,Mobile Sources,Tire wear & Brake Lining,all subsectors,6235,6235,1525,,,,,,,,,,,
Canada,2004,Incineration Sources,Crematorium,all subsectors,5,6,5,9,15,2,12,,3.7,0.6,185.4,2.112,18.632,
Canada,2004,Incineration Sources,Industrial & Commercial Incineration,all subsectors,43,32,20,25,60,8,18,,364.4,7.3,182.7,0.569,,
Canada,2004,Incineration Sources,Municipal Incineration,all subsectors,1727,1316,993,676,1166,3927,8310,192,200.5,32.5,252.3,26.928,1506.89,
Canada,2004,Incineration Sources,Other Incineration & Utilities,all subsectors,184,5,1,1407,73,27,1548,,66.9,13.5,141.8,0.008,,2.3
Canada,2004,Miscellaneous Sources,Cigarette Smoking,all subsectors,536,536,536,,,9,2537,92,1.5,3.9,0.1,0.012,,0.7
Canada,2004,Miscellaneous Sources,Dry Cleaning,all subsectors,1,1,,,,213,,,,,,,,
Canada,2004,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,242488,,,,,,,,
Canada,2004,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,716,103,108,,,2,,,1678,51.8,14.9,,,
Canada,2004,Miscellaneous Sources,Meat Cooking,all subsectors,8548,8548,8548,,,,,,,,,,,2.8
Canada,2004,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,34354,,,,,,,,
Canada,2004,Miscellaneous Sources,Printing,all subsectors,22,19,18,1,60,45073,21,1,0.6,,,,,
Canada,2004,Miscellaneous Sources,Structural Fires,all subsectors,283,283,262,,37,289,1575,17,,,,,,
Canada,2004,Miscellaneous Sources,Surface Coatings,all subsectors,8,6,1,,,78583,,,,,,,,
Canada,2004,Miscellaneous Sources,Human,all subsectors,,,,,,,,537,,,15.2,,,
Canada,2004,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,18,,,373.3,2,,
Canada,2004,Open Sources,Agriculture,all subsectors,4754773,1817562,472203,2921,2125,274053,547,464604,29.3,53.9,3.5,0.045,,0.2
Canada,2004,Open Sources,Agriculture,Animals Production,36820,11043,2314,,,273971,,359153,,,,,,
Canada,2004,Open Sources,Agriculture,Crop Production,4706305,1800833,468163,,,,,,,,,,,
Canada,2004,Open Sources,Agriculture,Fertilizer Application,11352,5474,1589,,,,,105420,,,,,,
Canada,2004,Open Sources,Agriculture,Agriculture - Fuel Combustion,296,212,137,2921,2125,81,547,31,29.3,53.9,3.5,0.045,,0.2
Canada,2004,Open Sources,Construction Operation,all subsectors,2524862,757569,151628,697,2829,47,500,52,7,9.9,2.4,0.038,,0.3
Canada,2004,Open Sources,Dust from Paved Roads,all subsectors,3096542,593505,141993,,,,,,,,,,,
Canada,2004,Open Sources,Dust from Unpaved Roads,all subsectors,7753698,2455975,366090,,,,,,,,,,,
Canada,2004,Open Sources,Dust from Coal Transportation,all subsectors,1271,636,134,,,,,,,,,,,
Canada,2004,Open Sources,Waste,all subsectors,5964,2820,2534,832,6606,17885,15241,3579,9.9,,784.3,18.957,4492.155,662
Canada,2004,Open Sources,Waste,Landfills,3559,480,223,132,787,13077,2381,4,,,299.5,,,
Canada,2004,Open Sources,Waste,Water and Sewage Treatment,247,198,197,384,4569,658,1301,3474,,,253.8,0.015,0.143,
Canada,2004,Open Sources,Waste,Energy from Waste,45,33,10,46,259,4,200,15,9.9,,33.8,0.002,0.811,
Canada,2004,Open Sources,Waste,Open Burning,2092,2092,2092,131,785,3923,10984,84,,,168.2,18.94,4491.2,662
Canada,2004,Open Sources,Waste,Waste Treatment and Disposal,22,16,12,141,206,223,374,2,,,29.1,,,
Canada,2004,Open Sources,Mine Tailings,all subsectors,29709,1210,508,,,,,,,,,,,
Canada,2004,Open Sources,Prescribed Burning,all subsectors,4238,3639,2547,11,531,1489,28969,44,,,,0.59,,760.7
Canada,2005,Industrial Sources,Aluminum Industry,all subsectors,10238,6270,4735,62907,2024,1190,310285,13,,,42.7,,,44062
Canada,2005,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),266,184,120,5322,1252,13,213,,,,17.3,,,
Canada,2005,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,9968,6081,4611,57584,741,1178,310072,8,,,25.4,,,44062
Canada,2005,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),5,5,5,,30,,,5,,,,,,
Canada,2005,Industrial Sources,Asphalt Paving Industry,all subsectors,37820,7538,1508,719,1182,6327,4533,1,1241.8,24.7,22.3,0.013,,14.6
Canada,2005,Industrial Sources,Cement and Concrete Industry,all subsectors,64809,22579,11679,54130,54233,1211,27076,332,982.1,44.5,212.3,2.766,883.794,19.1
Canada,2005,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,18622,7722,4279,52049,50264,1146,25083,301,871,42.3,178.2,2.766,883.794,19.1
Canada,2005,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,2399,1352,822,1914,3768,13,1633,32,0.4,1.2,34.1,,,
Canada,2005,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,43788,13505,6579,166,201,52,360,,110.7,1,,,,
Canada,2005,Industrial Sources,Chemicals Industry,all subsectors,15218,7887,4024,35275,36208,24691,18057,11217,1804.9,70.8,57.6,0.058,475.88,29.3
Canada,2005,Industrial Sources,Chemicals Industry,Chemical Manufacture,3935,1869,1263,26243,11321,3363,7546,706,389,8,44.3,0.038,471.88,28.6
Canada,2005,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,48,43,29,,9,3160,1,,1372.8,,,,,
Canada,2005,Industrial Sources,Chemicals Industry,Petrochemical Industry,1443,1250,686,1369,10193,13296,2457,16,8,3,0.4,,,
Canada,2005,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,249,230,163,1710,873,3282,786,47,,,,,4,
Canada,2005,Industrial Sources,Chemicals Industry,Fertilizer Production,2999,3102,1385,2621,11807,894,4960,10443,,,,,,
Canada,2005,Industrial Sources,Chemicals Industry,Other (Chemical Industries),6545,1394,498,3333,2005,696,2307,4,35.1,59.8,12.9,0.02,,0.7
Canada,2005,Industrial Sources,Mineral Products Industry,all subsectors,2626,1863,1347,1666,1065,279,2994,97,,,,0.812,,
Canada,2005,Industrial Sources,Mineral Products Industry,Clay Products,748,500,434,741,84,61,222,1,,,,0.812,,
Canada,2005,Industrial Sources,Mineral Products Industry,Brick Products,40,34,3,102,4,,,,,,,,,
Canada,2005,Industrial Sources,Mineral Products Industry,Other Mineral Products,1837,1329,909,823,978,218,2772,96,,,,,,
Canada,2005,Industrial Sources,Foundries,all subsectors,6221,5759,5173,721,526,916,48580,9,1503,26,4.2,,,
Canada,2005,Industrial Sources,Foundries,Ferrous Foundries,6171,5723,5142,666,488,893,48497,8,1449,26,4.2,,,
Canada,2005,Industrial Sources,Foundries,Non-ferrous Foundries,22,14,12,55,37,13,9,,53,,,,,
Canada,2005,Industrial Sources,Foundries,Die Casting,27,22,20,,,10,74,,1,,,,,
Canada,2005,Industrial Sources,Grain Industries,all subsectors,44574,11083,1981,389,1632,2241,614,2,,,,,,
Canada,2005,Industrial Sources,Iron and Steel Industries,all subsectors,11929,6168,5109,30468,13381,1971,63640,83,5663,307.4,664.3,3,1521.58,4509
Canada,2005,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),7836,4220,3193,29343,11373,1733,53074,81,2807,219,119.2,2,353,4509
Canada,2005,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),4081,1942,1910,1100,1941,218,10564,2,2833,78,531.1,1,1168.58,
Canada,2005,Industrial Sources,Iron and Steel Industries,Steel Recycling,12,6,6,25,67,20,1,,23,10,14.1,,,
Canada,2005,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,0.4,,,,
Canada,2005,Industrial Sources,Iron Ore Mining Industry,all subsectors,16845,5263,1679,18907,9832,1618,23247,23,,,50.1,,,
Canada,2005,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,2714,1380,511,1242,378,13,33,4,,,0.1,,,
Canada,2005,Industrial Sources,Iron Ore Mining Industry,Pelletizing,14131,3883,1168,17665,9454,1604,23214,18,,,50,,,
Canada,2005,Industrial Sources,Mining and Rock Quarrying,all subsectors,165677,27688,9010,6332,22895,3281,10286,82,10736,363,28.1,0.582,32,
Canada,2005,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,102929,14229,2852,6,641,14,80,,,,,,,
Canada,2005,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,26152,2288,551,1322,12301,604,7677,51,10736,363,28.1,0.582,15,
Canada,2005,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,9525,4781,2738,4378,2641,1394,190,13,,,,,,
Canada,2005,Industrial Sources,Mining and Rock Quarrying,Potash,6680,3596,1874,124,1624,924,1237,,,,,,,
Canada,2005,Industrial Sources,Mining and Rock Quarrying,Silica Production,1581,155,46,,,,,,,,,,,
Canada,2005,Industrial Sources,Mining and Rock Quarrying,Other Minerals,18810,2638,950,502,5688,346,1103,18,,,,,17,
Canada,2005,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,10345,7289,4827,683148,1950,52,12625,384,185585.7,31136.8,1701.5,1.274,5649.78,0.4
Canada,2005,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,10255,7248,4796,682671,1793,18,12572,358,185180.4,31133,1700.5,1,2739.78,
Canada,2005,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,17,13,10,471,,30,,,378,,,,,
Canada,2005,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,73,27,21,6,157,3,52,26,27.2,3.7,1,0.274,2910,0.4
Canada,2005,Industrial Sources,Pulp and Paper Industry,all subsectors,35913,23883,16508,62407,40781,18123,93206,2340,2426.8,325.8,58.8,4.98,312.054,190.5
Canada,2005,Industrial Sources,Wood Industry,all subsectors,39585,21048,13901,3087,21115,76586,390855,2685,1353.5,111.4,89.8,1.338,620.94,71.5
Canada,2005,Industrial Sources,Wood Industry,Sawmills,24691,12848,8518,1647,10659,41574,314690,1727,915.8,66.2,70.6,0.909,612.94,61.9
Canada,2005,Industrial Sources,Wood Industry,Panel Board Mills,11054,6064,3931,997,9038,27235,57460,767,434.7,45.1,19.2,0.429,1,9.6
Canada,2005,Industrial Sources,Wood Industry,Other Wood Products,3840,2136,1452,443,1418,7777,18705,192,3,,,,7,
Canada,2005,Industrial Sources,Upstream Petroleum Industry,all subsectors,10370,8758,7491,351759,366941,604213,461414,3400,264,60,37.6,,,3
Canada,2005,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,5831,5812,5809,225127,324099,564629,417538,287,,,,,,
Canada,2005,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,204,274,,,,,,,,
Canada,2005,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,220,220,220,8521,17217,5653,7345,1281,,45,8.1,,,
Canada,2005,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,31,33,33,,1222,7965,1451,,,,,,,
Canada,2005,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,4288,2692,1429,118111,24199,25691,35080,1832,264,15,29.5,,,3
Canada,2005,Industrial Sources,Downstream Petroleum Industry,all subsectors,9181,6858,4527,112867,29470,54824,18928,107,454.1,131,45.8,,,42
Canada,2005,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,7014,5096,3272,109421,28265,23382,18569,104,454.1,131,45.3,,,41
Canada,2005,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,97,67,40,1088,195,30233,72,1,,,0.5,,,1
Canada,2005,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,2070,1694,1214,2358,1009,1209,286,3,,,0.1,,,
Canada,2005,Industrial Sources,Other Industries,all subsectors,16744,13056,7583,39514,34086,72603,24093,749,11312.7,438.1,304.1,4.124,55,10.2
Canada,2005,Industrial Sources,Other Industries,Metal Fabrication,1689,1239,966,2694,1502,11892,8585,40,10337.3,292,16.9,4,52,8
Canada,2005,Industrial Sources,Other Industries,Glass Manufacture,1352,1225,1128,2519,6133,598,690,119,24.9,2.6,20.6,,,
Canada,2005,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,1129,905,555,989,1367,15925,2058,43,773,1,,,,
Canada,2005,Industrial Sources,Other Industries,Electronics,13,6,5,2959,71,316,18,54,57,,28,,,
Canada,2005,Industrial Sources,Other Industries,Plastics Manufacture,311,233,153,870,352,14688,271,9,24,3,,,,
Canada,2005,Industrial Sources,Other Industries,Food Preparation,5644,2870,1676,5171,3054,14724,1499,293,,,0.3,,3,
Canada,2005,Industrial Sources,Other Industries,Textiles ,67,25,18,323,112,836,53,16,,,,,,
Canada,2005,Industrial Sources,Other Industries,Abrasives Manufacture,346,267,204,859,74,610,238,,,,,,,
Canada,2005,Industrial Sources,Other Industries,Bakeries,1,1,,,,7364,1,,,,,,,
Canada,2005,Industrial Sources,Other Industries,Other (Other Industries),6191,6286,2878,23129,21420,5649,10679,174,96.5,139.5,238.2,0.124,,2.2
Canada,2005,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,454,430,421,4952,39881,2192,18793,3,,,,,,
Canada,2005,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,342,326,329,1262,30818,1222,11489,3,,,,,,
Canada,2005,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,107,99,87,3418,8811,970,7304,,,,,,,
Canada,2005,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,5,5,5,272,252,,,,,,,,,
Canada,2005,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Canada,2005,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,3769,3148,2609,21407,29712,1355,19257,319,424.6,452.6,63.2,0.317,,2.9
Canada,2005,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,34432,15086,8648,525820,245397,3115,47365,929,1548.3,243.9,2165.4,3.43,7046.098,240.2
Canada,2005,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,27998,10714,5036,462480,186225,1305,25308,542,890,165.7,2049.2,2,6879.098,240
Canada,2005,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,2385,1762,1435,17548,30892,1306,13621,139,69.3,50.2,25.2,1,167,0.2
Canada,2005,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),4049,2609,2177,45791,28280,504,8436,248,589,28,90.9,0.43,,
