Region,Year,Source,Sector,Subsector,TPM,PM10,PM2.5,SOX,NOX,VOC,CO,NH3,Pb,Cd,Hg,D/F,HCB,PAH
Canada,2002,Incineration Sources,Crematorium,all subsectors,5,6,6,8,12,1,10,,3.1,0.5,152,1.731,15.275,
Canada,2002,Incineration Sources,Industrial & Commercial Incineration,all subsectors,49,19,13,22,60,7,20,,57.4,2,165.3,0.204,681.82,
Canada,2002,Incineration Sources,Municipal Incineration,all subsectors,1880,1790,1690,715,1036,3894,8700,58,59.3,,271.8,52.914,2308.12,
Canada,2002,Incineration Sources,Other Incineration & Utilities,all subsectors,74,6,2,1209,163,60,1369,15,221.5,66.6,150.1,1.674,,2.3
Canada,2002,Miscellaneous Sources,Cigarette Smoking,all subsectors,625,625,625,,,10,2958,99,1.8,4.6,0.2,0.014,,0.8
Canada,2002,Miscellaneous Sources,Dry Cleaning,all subsectors,,,,,2,311,1,2,,,,,,
Canada,2002,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,237530,,,,,,,,
Canada,2002,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,1205,387,115,,,1,,,2008,,17,,,
Canada,2002,Miscellaneous Sources,Meat Cooking,all subsectors,8572,8572,8572,,,,,,,,,,,2.7
Canada,2002,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,32810,,,,,,,,
Canada,2002,Miscellaneous Sources,Printing,all subsectors,19,13,12,1,72,49418,24,24,6.8,,,,,
Canada,2002,Miscellaneous Sources,Structural Fires,all subsectors,301,301,279,,39,306,1671,18,,,,,,
Canada,2002,Miscellaneous Sources,Surface Coatings,all subsectors,8,8,1,,,81101,,,,,,,,
Canada,2002,Miscellaneous Sources,Human,all subsectors,,,,,,,,527,,,14.8,,,
Canada,2002,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,19,,,389.9,2,,
Canada,2002,Open Sources,Agriculture,all subsectors,5113251,1926957,507981,1477,1950,266220,557,443325,23.1,54.1,3,0.041,,0.2
Canada,2002,Open Sources,Agriculture,Animals Production,36240,10749,2248,,,266140,,343573,,,,,,
Canada,2002,Open Sources,Agriculture,Crop Production,5066030,1911566,504079,,,,,,,,,,,
Canada,2002,Open Sources,Agriculture,Fertilizer Application,10776,4485,1535,,,,,99724,,,,,,
Canada,2002,Open Sources,Agriculture,Agriculture - Fuel Combustion,204,156,120,1477,1950,80,557,29,23.1,54.1,3,0.041,,0.2
Canada,2002,Open Sources,Construction Operation,all subsectors,2128595,638673,127830,708,2277,35,404,43,6.3,8.7,2.1,0.029,,0.2
Canada,2002,Open Sources,Dust from Paved Roads,all subsectors,2982302,571609,136755,,,,,,,,,,,
Canada,2002,Open Sources,Dust from Unpaved Roads,all subsectors,7398916,2344595,349441,,,,,,,,,,,
Canada,2002,Open Sources,Dust from Coal Transportation,all subsectors,1429,715,152,,,,,,,,,,,
Canada,2002,Open Sources,Waste,all subsectors,5856,2810,2480,1188,7452,17867,16806,4036,,,1103.8,18.516,4381.403,645.5
Canada,2002,Open Sources,Waste,Landfills,3465,538,227,171,842,13195,3291,67,,,433.9,,,
Canada,2002,Open Sources,Waste,Water and Sewage Treatment,307,200,194,439,4941,728,1492,3871,,,336.5,0.014,0.143,
Canada,2002,Open Sources,Waste,Energy from Waste,21,14,7,162,724,4,845,15,,,51.3,0.002,1.8,
Canada,2002,Open Sources,Waste,Open Burning,2040,2040,2040,128,765,3825,10711,82,,,187.3,18.5,4379.46,645.5
Canada,2002,Open Sources,Waste,Waste Treatment and Disposal,22,17,12,289,179,114,467,2,,,94.8,,,
Canada,2002,Open Sources,Mine Tailings,all subsectors,34185,1350,655,,,,,,,,,,,
Canada,2002,Open Sources,Prescribed Burning,all subsectors,4521,3900,2732,11,519,1463,36323,43,,,,0.577,,744.1
Canada,2003,Industrial Sources,Aluminum Industry,all subsectors,10895,3682,1926,56780,1916,862,358819,34,,,31.8,,,62767.3
Canada,2003,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),308,219,143,4174,1010,14,226,26,,,13.9,,,
Canada,2003,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,10584,3460,1780,52598,888,848,358593,6,,,17.9,,,62767.3
Canada,2003,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),3,3,3,9,19,,,2,,,,,,
Canada,2003,Industrial Sources,Asphalt Paving Industry,all subsectors,38159,7656,1604,683,1158,6962,4267,1,1246.5,23.9,21.8,0.02,,13.9
Canada,2003,Industrial Sources,Cement and Concrete Industry,all subsectors,56302,19195,9598,46413,48766,703,24638,575,764.8,22.3,349.1,1.744,1518.956,19.5
Canada,2003,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,11927,4778,2353,43828,45048,645,20962,548,652.1,19.3,314.3,1.744,1518.956,19.5
Canada,2003,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,2998,1662,1015,2432,3446,10,3240,26,8.1,2,34.8,,,
Canada,2003,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,41378,12754,6230,153,272,48,435,1,104.6,1,,,,
Canada,2003,Industrial Sources,Chemicals Industry,all subsectors,17675,9565,4841,37095,38547,30026,19826,11453,595.4,53.4,116.9,0.424,148.338,28.1
Canada,2003,Industrial Sources,Chemicals Industry,Chemical Manufacture,5442,2527,1587,28487,12639,3600,7641,587,91.7,17.3,115.8,0.423,146.6,27.8
Canada,2003,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,93,46,26,,41,5536,10,4,497.4,,,,,
Canada,2003,Industrial Sources,Chemicals Industry,Petrochemical Industry,1711,1517,661,584,10886,14268,3440,80,6.1,35.5,0.8,,,0.3
Canada,2003,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,282,261,186,2066,1048,4912,2765,87,0.2,0.6,0.2,0.001,1.738,
Canada,2003,Industrial Sources,Chemicals Industry,Fertilizer Production,3575,3803,1887,2606,11883,983,4289,10681,,,,,,
Canada,2003,Industrial Sources,Chemicals Industry,Other (Chemical Industries),6573,1411,494,3353,2048,726,1681,14,,,,,,
Canada,2003,Industrial Sources,Mineral Products Industry,all subsectors,2597,1877,1439,1702,1028,553,3480,99,1.9,,,0.729,,
Canada,2003,Industrial Sources,Mineral Products Industry,Clay Products,759,495,439,694,104,69,360,1,,,,,,
Canada,2003,Industrial Sources,Mineral Products Industry,Brick Products,40,34,3,102,4,,,,,,,,,
Canada,2003,Industrial Sources,Mineral Products Industry,Other Mineral Products,1797,1348,996,907,920,484,3120,98,1.9,,,0.729,,
Canada,2003,Industrial Sources,Foundries,all subsectors,7285,5716,5127,778,549,1084,48162,8,984.3,0.1,46.6,,,
Canada,2003,Industrial Sources,Foundries,Ferrous Foundries,6134,5682,5101,722,488,989,48099,7,,,46.6,,,
Canada,2003,Industrial Sources,Foundries,Non-ferrous Foundries,29,18,10,56,56,66,16,1,984.3,0.1,,,,
Canada,2003,Industrial Sources,Foundries,Die Casting,1122,17,15,,5,29,47,,,,,,,
Canada,2003,Industrial Sources,Grain Industries,all subsectors,61798,13520,3120,217,1630,2045,607,6,,,,,,
Canada,2003,Industrial Sources,Iron and Steel Industries,all subsectors,12272,6681,5606,28833,14040,2584,45759,124,18684.4,638.4,1008.2,10.569,1411.78,8298.7
Canada,2003,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),7872,4572,3589,27955,12039,1810,36103,107,11232.4,503.3,159.1,5.722,161.946,8298.7
Canada,2003,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),4387,2102,2010,853,1988,256,9634,16,7452,135,817.9,4.847,1249.834,
Canada,2003,Industrial Sources,Iron and Steel Industries,Steel Recycling,13,7,7,25,14,518,22,,,,31.1,,,
Canada,2003,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Canada,2003,Industrial Sources,Iron Ore Mining Industry,all subsectors,16361,5248,1511,14207,10119,1420,10480,25,,,60.1,,,
Canada,2003,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,2181,765,289,989,755,14,87,7,,,0.1,,,
Canada,2003,Industrial Sources,Iron Ore Mining Industry,Pelletizing,14180,4484,1222,13217,9364,1406,10393,18,,,60,,,
Canada,2003,Industrial Sources,Mining and Rock Quarrying,all subsectors,157952,28677,10090,7518,21560,3594,10121,115,10250.7,132.7,47.1,0.267,16.87,28.5
Canada,2003,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,91808,13053,2704,7,560,21,80,1,,,,,,
Canada,2003,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,28235,2592,588,1508,11486,683,6940,58,10080.1,132.7,47,0.267,6.498,
Canada,2003,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,10806,5427,3173,4854,2456,1694,114,13,,,,,,20.6
Canada,2003,Industrial Sources,Mining and Rock Quarrying,Potash,6116,4176,2216,134,973,833,1454,,,,,,,
Canada,2003,Industrial Sources,Mining and Rock Quarrying,Silica Production,1313,129,38,,,,,,,,,,,
Canada,2003,Industrial Sources,Mining and Rock Quarrying,Other Minerals,19673,3301,1371,1015,6085,364,1533,43,170.6,,0.1,,10.372,7.9
Canada,2003,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,9426,6626,4501,655576,1695,48,14079,395,285613.8,27022.8,1288.2,3.172,3761.39,1.5
Canada,2003,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,9171,6552,4453,655104,1485,19,13989,366,284917.4,27022.8,1288.2,3.125,2271.39,
Canada,2003,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,15,14,11,456,6,22,5,,696.5,,,0.047,,1.5
Canada,2003,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,241,60,37,16,204,7,85,29,,,,,1490,
Canada,2003,Industrial Sources,Pulp and Paper Industry,all subsectors,39834,25866,18430,70750,42280,23817,101312,2167,1690.9,395.1,57.6,5.381,283.867,195.9
Canada,2003,Industrial Sources,Wood Industry,all subsectors,44583,27307,18376,3243,21758,90973,523675,2970,2070,139,136.6,1.555,1808.729,111.7
Canada,2003,Industrial Sources,Wood Industry,Sawmills,27933,16479,11206,1708,11573,54970,425952,2049,1449.9,70.3,115.7,1.112,1741.804,88.2
Canada,2003,Industrial Sources,Wood Industry,Panel Board Mills,12371,8201,5598,1189,8909,28025,81562,763,216.4,22.4,20.9,0.443,44.109,14.6
Canada,2003,Industrial Sources,Wood Industry,Other Wood Products,4279,2627,1572,346,1276,7978,16162,157,403.7,46.3,,,22.816,8.9
Canada,2003,Industrial Sources,Upstream Petroleum Industry,all subsectors,11108,9350,8063,355143,432872,609485,497559,2589,231.8,58.3,30.7,,,561.4
Canada,2003,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,6566,6536,6536,238144,394842,553684,463311,313,,,,,,
Canada,2003,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,204,260,,,,,,,,
Canada,2003,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,261,261,261,5127,14992,6233,6282,1218,,12.2,4,,,
Canada,2003,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,23,22,22,,655,3980,956,,14.6,25.9,,,,77
Canada,2003,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,4259,2531,1244,111872,22179,45328,27010,1058,217.2,20.1,26.7,,,484.4
Canada,2003,Industrial Sources,Downstream Petroleum Industry,all subsectors,9109,7085,4547,119866,30379,60520,21306,137,480.1,157.8,46.7,,,66.6
Canada,2003,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,6593,5076,3142,112019,29027,27360,20761,124,476,157.8,44.4,,,66.4
Canada,2003,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,439,317,191,5634,639,31674,253,10,4.1,,2.2,,,0.2
Canada,2003,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,2076,1692,1214,2212,713,1485,292,3,,,,,,
Canada,2003,Industrial Sources,Other Industries,all subsectors,22326,13287,10063,48034,60548,73835,30917,1152,18708.2,318,327.2,9,59.76,785.3
Canada,2003,Industrial Sources,Other Industries,Metal Fabrication,3194,1073,860,2678,11571,11618,10587,76,17517,269.9,32.4,8.409,58.644,781.2
Canada,2003,Industrial Sources,Other Industries,Glass Manufacture,1308,1209,1110,2538,5963,704,719,198,6.7,0.7,17.7,,,0.4
Canada,2003,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,1463,1135,591,1280,1829,16287,2222,73,283.5,0.4,,0.591,1.116,3.7
Canada,2003,Industrial Sources,Other Industries,Electronics,14,7,6,2966,134,380,38,55,616.8,,98.3,,,
Canada,2003,Industrial Sources,Other Industries,Plastics Manufacture,317,208,127,969,512,14245,304,16,23.6,3,,,,
Canada,2003,Industrial Sources,Other Industries,Food Preparation,6091,3430,1956,5350,3229,15482,1791,298,,,0.2,,,
Canada,2003,Industrial Sources,Other Industries,Textiles ,29,24,17,326,144,1111,69,7,0.3,,,,,
Canada,2003,Industrial Sources,Other Industries,Abrasives Manufacture,372,248,199,859,90,631,239,,,,,,,
Canada,2003,Industrial Sources,Other Industries,Bakeries,1,1,1,,3,6309,6,,,,,,,
Canada,2003,Industrial Sources,Other Industries,Other (Other Industries),9537,5952,5197,31067,37072,7067,14943,428,260.3,43.9,178.7,,,
Canada,2003,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,467,632,464,5003,42813,2762,25425,180,,,,,,0.2
Canada,2003,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,368,526,358,1427,28955,1829,11153,178,,,,,,0.2
Canada,2003,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,93,100,99,3312,13525,933,14272,2,,,,,,
Canada,2003,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,6,7,7,264,334,,,,,,,,,
Canada,2003,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Canada,2003,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,4278,3497,2819,25809,33373,1466,20377,389,370.2,521.3,68.9,0.413,,3.5
Canada,2003,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,41041,20543,10586,634912,283448,3729,52541,1127,2004.8,520.7,2369.6,9.366,6777.96,259
Canada,2003,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,33872,15867,6997,531213,209273,1501,26399,626,1469.4,349.9,2270.5,7.2,6386.372,165.2
Canada,2003,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,2600,1741,1369,19072,31061,1396,16652,207,76.1,115.9,20.1,1.445,391.588,1.3
Canada,2003,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),4569,2935,2219,84627,43114,832,9490,294,459.3,54.9,79.1,0.721,,92.5
Canada,2003,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,3097,2672,2540,9855,36163,1728,13570,586,412.7,517.1,74.6,0.577,,4.7
Canada,2003,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,197398,186535,186378,2883,20182,269450,1278907,1816,2776.1,158.6,42.4,7.208,,110224.9
Canada,2003,Mobile Sources,Air Transportation,all subsectors,851,851,755,5831,56270,5199,41418,31,44581.6,,,,,8.2
Canada,2003,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,17199,17199,16683,7879,340995,22640,90335,503,,,,5.157,,520.9
Canada,2003,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,1001,1001,921,554,30159,25820,321824,462,,,,0.027,,444.2
Canada,2003,Mobile Sources,Light-duty diesel trucks,all subsectors,363,363,352,69,2897,611,2220,11,,,,0.466,,36.6
Canada,2003,Mobile Sources,Light-duty diesel vehicles,all subsectors,285,285,276,124,1255,275,723,7,,,,0.304,,21.6
Canada,2003,Mobile Sources,Light-duty gasoline trucks,all subsectors,3658,3658,3365,4645,173645,133551,1614065,3968,,,,0.109,,348.8
Canada,2003,Mobile Sources,Light-duty gasoline vehicles,all subsectors,4882,4882,4491,5813,178333,171358,1712726,6907,,,,0.187,,298
Canada,2003,Mobile Sources,Marine Transportation,all subsectors,16403,15747,14487,120594,201575,17057,18087,240,796.9,301.7,6.8,26.573,,159.5
Canada,2003,Mobile Sources,Motorcycles,all subsectors,23,23,21,23,574,2879,18532,11,,,,0.003,,7.2
Canada,2003,Mobile Sources,Off-road use of diesel,all subsectors,37268,37268,36523,9325,336762,45587,209811,218,,,,,,0.1
Canada,2003,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,11535,11097,10428,691,27190,552535,2334283,133,,,,,,1.2
Canada,2003,Mobile Sources,Rail Transportation,all subsectors,3159,3159,3064,4629,123514,5729,14045,44,265.4,88.5,88.5,1.085,,53.7
Canada,2003,Mobile Sources,Tire wear & Brake Lining,all subsectors,6126,6126,1498,,,,,,,,,,,
Canada,2003,Incineration Sources,Crematorium,all subsectors,5,4,5,8,13,1,11,,3.2,0.5,157.5,1.794,15.832,
Canada,2003,Incineration Sources,Industrial & Commercial Incineration,all subsectors,44,19,13,26,54,10,17,,365.9,6.7,206.3,0.774,9.87,
Canada,2003,Incineration Sources,Municipal Incineration,all subsectors,1778,1304,1099,621,1157,3909,8537,186,170.2,31.5,261.7,28.519,1702.35,
Canada,2003,Incineration Sources,Other Incineration & Utilities,all subsectors,74,6,2,1292,118,43,1442,8,83.3,15.9,148,0.009,,2.3
Canada,2003,Miscellaneous Sources,Cigarette Smoking,all subsectors,588,588,588,,,10,2780,96,1.6,4.3,0.2,0.014,,0.8
Canada,2003,Miscellaneous Sources,Dry Cleaning,all subsectors,1,1,,,2,196,1,,,,,,,
Canada,2003,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,243544,,,,,,,,
Canada,2003,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,697,96,107,,,1,,,2418,,15,,,
Canada,2003,Miscellaneous Sources,Meat Cooking,all subsectors,8377,8377,8377,,,,,,,,,,,2.9
Canada,2003,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,33643,,,,,,,,
Canada,2003,Miscellaneous Sources,Printing,all subsectors,19,15,14,10,130,46538,53,2,0.7,0.1,,,,
Canada,2003,Miscellaneous Sources,Structural Fires,all subsectors,299,299,277,,39,305,1662,17,,,,,,
Canada,2003,Miscellaneous Sources,Surface Coatings,all subsectors,6,6,1,,,79727,,,,,,,,
Canada,2003,Miscellaneous Sources,Human,all subsectors,,,,,,,,532,,,15,,,
Canada,2003,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,18,,,377.8,2,,
Canada,2003,Open Sources,Agriculture,all subsectors,4937306,1873710,490446,2392,2104,274054,562,449637,28.8,50.8,3.5,0.043,,0.2
Canada,2003,Open Sources,Agriculture,Animals Production,36290,10788,2257,,,273971,,345030,,,,,,
Canada,2003,Open Sources,Agriculture,Crop Production,4888743,1856932,486376,,,,,,,,,,,
Canada,2003,Open Sources,Agriculture,Fertilizer Application,12002,5793,1680,,,,,104575,,,,,,
Canada,2003,Open Sources,Agriculture,Agriculture - Fuel Combustion,271,197,133,2392,2104,82,562,31,28.8,50.8,3.5,0.043,,0.2
Canada,2003,Open Sources,Construction Operation,all subsectors,2344339,703402,140782,747,2398,36,424,45,7.3,9.5,2.3,0.031,,0.3
Canada,2003,Open Sources,Dust from Paved Roads,all subsectors,3036711,582037,139250,,,,,,,,,,,
Canada,2003,Open Sources,Dust from Unpaved Roads,all subsectors,7563212,2396229,357155,,,,,,,,,,,
Canada,2003,Open Sources,Dust from Coal Transportation,all subsectors,1369,684,145,,,,,,,,,,,
Canada,2003,Open Sources,Waste,all subsectors,5774,2911,2567,989,6940,18008,15028,3545,15.1,,818.3,18.77,4449.415,655.7
Canada,2003,Open Sources,Waste,Landfills,3389,612,283,172,851,13157,2374,4,,,297.5,,,
Canada,2003,Open Sources,Waste,Water and Sewage Treatment,285,199,197,430,4870,787,1347,3441,,,279.7,,0.143,
Canada,2003,Open Sources,Waste,Energy from Waste,9,12,3,68,257,10,85,15,15.1,,61.5,,0.811,
Canada,2003,Open Sources,Waste,Open Burning,2072,2072,2072,130,777,3886,10880,83,,,172,18.77,4448.46,655.7
Canada,2003,Open Sources,Waste,Waste Treatment and Disposal,18,17,12,190,184,168,342,3,,,7.5,,,
Canada,2003,Open Sources,Mine Tailings,all subsectors,30255,1647,605,,,,,,,,,,,
Canada,2003,Open Sources,Prescribed Burning,all subsectors,46518,39853,27898,124,6034,16933,294144,503,,,,6.704,,8648.7
Canada,2004,Industrial Sources,Aluminum Industry,all subsectors,9541,3526,1842,58431,1985,766,327491,7,,,31.8,,,41327.6
Canada,2004,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),276,233,152,4332,1163,13,217,,,,14.7,,,
Canada,2004,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,9261,3289,1685,54099,792,753,327274,2,,,17.1,,,41327.6
Canada,2004,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),5,5,5,,30,,,5,,,,,,
Canada,2004,Industrial Sources,Asphalt Paving Industry,all subsectors,37460,7455,1490,720,1213,6397,4564,1,1158.4,23.7,21.3,0.009,,14.4
Canada,2004,Industrial Sources,Cement and Concrete Industry,all subsectors,57427,19844,9778,51913,52400,722,22717,319,1178.6,374.8,221.5,2.648,1363.67,19
Canada,2004,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,11610,5101,2432,49830,48281,671,20626,319,1068.7,372.6,187.8,2.648,1363.67,19
Canada,2004,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,2471,1377,829,1913,3934,4,1727,,0.4,1.2,33.7,,,
Canada,2004,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,43346,13366,6518,170,184,47,364,,109.6,1,,,,
Canada,2004,Industrial Sources,Chemicals Industry,all subsectors,17199,8935,4579,37441,38298,24834,18816,11666,2431.2,50.9,59.7,0.016,387.971,30.2
Canada,2004,Industrial Sources,Chemicals Industry,Chemical Manufacture,5370,2380,1577,28786,13202,3402,7637,353,374.6,16.5,59.3,0.016,383.46,30.1
Canada,2004,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,43,45,31,,10,2996,1,1,2031.2,,,,,
Canada,2004,Industrial Sources,Chemicals Industry,Petrochemical Industry,1443,1261,647,849,10367,13299,2398,17,24.7,33.8,0.4,,,
Canada,2004,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,340,310,231,1722,974,3456,1691,54,0.7,0.5,,,4.511,
Canada,2004,Industrial Sources,Chemicals Industry,Fertilizer Production,3463,3554,1600,2751,11731,921,4776,11238,,,,,,
Canada,2004,Industrial Sources,Chemicals Industry,Other (Chemical Industries),6541,1384,492,3333,2013,761,2312,4,,,,,,
Canada,2004,Industrial Sources,Mineral Products Industry,all subsectors,2250,1788,1301,1665,1044,299,2835,97,,,0.6,0.749,,
Canada,2004,Industrial Sources,Mineral Products Industry,Clay Products,733,495,429,675,85,67,237,1,,,,,,
Canada,2004,Industrial Sources,Mineral Products Industry,Brick Products,40,34,3,102,4,,,,,,,,,
Canada,2004,Industrial Sources,Mineral Products Industry,Other Mineral Products,1476,1259,869,888,956,232,2597,96,,,0.6,0.749,,
Canada,2004,Industrial Sources,Foundries,all subsectors,6225,5706,5119,729,523,1019,48100,8,232.1,0.1,23.3,,,
Canada,2004,Industrial Sources,Foundries,Ferrous Foundries,6121,5675,5096,674,486,981,48032,7,,,23.3,,,
Canada,2004,Industrial Sources,Foundries,Non-ferrous Foundries,41,11,6,55,37,14,9,,232.1,0.1,,,,
Canada,2004,Industrial Sources,Foundries,Die Casting,63,19,17,,,24,58,,,,,,,
Canada,2004,Industrial Sources,Grain Industries,all subsectors,50550,13103,2260,226,1611,2256,467,2,,,,,,
Canada,2004,Industrial Sources,Iron and Steel Industries,all subsectors,11828,6513,5184,29588,14064,2647,52262,84,16590.9,653,820.6,8.791,908.36,3747
Canada,2004,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),7632,4518,3236,28685,11834,1918,42214,81,9973.8,514.8,167.3,4.759,104.198,3747
Canada,2004,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),4184,1989,1943,878,2176,218,10047,3,6617,138.1,631.2,4.032,804.162,
Canada,2004,Industrial Sources,Iron and Steel Industries,Steel Recycling,11,6,5,25,54,510,2,,,,22.1,,,
Canada,2004,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Canada,2004,Industrial Sources,Iron Ore Mining Industry,all subsectors,13204,4354,1291,14960,8049,1424,9242,23,,,60.1,,,
Canada,2004,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,1808,767,254,804,419,14,59,4,,,0.1,,,
Canada,2004,Industrial Sources,Iron Ore Mining Industry,Pelletizing,11397,3587,1037,14157,7629,1410,9183,18,,,60,,,
Canada,2004,Industrial Sources,Mining and Rock Quarrying,all subsectors,160896,27770,8713,6368,21573,3278,10078,73,11871.8,,32.4,0.708,21,24.8
Canada,2004,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,97368,13641,2778,1,566,15,103,,,,,,,
Canada,2004,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,27182,2405,563,1191,11530,539,7508,49,11676,,32.3,0.708,8.088,
Canada,2004,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,10160,5393,2427,4615,2563,1527,117,13,,,,,,18.5
Canada,2004,Industrial Sources,Mining and Rock Quarrying,Potash,5702,3502,1751,120,1205,873,1075,,,,,,,
Canada,2004,Industrial Sources,Mining and Rock Quarrying,Silica Production,1447,142,42,,,,,,,,,,,
Canada,2004,Industrial Sources,Mining and Rock Quarrying,Other Minerals,19037,2687,1152,441,5708,325,1274,11,195.8,,0.1,,12.912,6.3
Canada,2004,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,9657,7361,5198,703001,1785,37,17961,350,230787.6,28993.7,1900.8,5.364,2965.15,1.7
Canada,2004,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,9409,7284,5147,702437,1649,11,17908,328,230216.1,28993.7,1900.8,5.285,2965.15,
Canada,2004,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,18,17,13,564,,26,,,571.5,,,0.079,,1.7
Canada,2004,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,230,60,38,,136,,52,22,,,,,,
Canada,2004,Industrial Sources,Pulp and Paper Industry,all subsectors,37142,24726,17390,69173,43370,18244,96336,2206,2714.1,358.6,53.8,6.485,302.688,223.8
Canada,2004,Industrial Sources,Wood Industry,all subsectors,41071,22226,14887,3125,22020,86377,441292,2756,1356.8,88.5,119.3,1.496,1101.642,84.9
Canada,2004,Industrial Sources,Wood Industry,Sawmills,25639,13830,9322,1634,11518,50266,351439,2003,1183.1,66.3,96.9,1.053,1079.857,72.7
Canada,2004,Industrial Sources,Wood Industry,Panel Board Mills,10715,5953,3909,1033,9166,28087,70052,542,173.6,22.2,22.4,0.444,21.784,12.2
Canada,2004,Industrial Sources,Wood Industry,Other Wood Products,4717,2444,1656,458,1335,8024,19801,211,,,,,,
Canada,2004,Industrial Sources,Upstream Petroleum Industry,all subsectors,9607,8459,7309,349237,365976,601947,454763,2928,630.7,100.1,37.1,,11.268,295.2
Canada,2004,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,5891,5888,5888,231463,324202,552014,405319,279,,,,,,
