Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Quebec,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),1257,335,287,12757,5194,210,3105,292,,,6.1,,,
Quebec,1990,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,496,309,258,7322,5384,138,1482,207,131.3,98.2,3.4,0.264,,1.4
Quebec,1990,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,113085,106966,106842,1513,10590,148723,693608,953,1464,83.2,22.4,3.782,,57419.8
Quebec,1990,Mobile Sources,Air Transportation,all subsectors,125,125,112,989,9472,958,9674,5,10331.8,,,,,2.4
Quebec,1990,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,5407,5407,5245,8302,48052,5810,18129,40,,,,0.411,,159.5
Quebec,1990,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,302,302,278,336,8263,17435,245703,76,,,,0.005,,233.7
Quebec,1990,Mobile Sources,Light-duty diesel trucks,all subsectors,154,154,149,144,684,124,483,2,,,,0.08,,15.5
Quebec,1990,Mobile Sources,Light-duty diesel vehicles,all subsectors,208,208,202,204,223,73,221,1,,,,0.058,,10.8
Quebec,1990,Mobile Sources,Light-duty gasoline trucks,all subsectors,723,723,665,1365,38637,23209,243198,282,,,,0.013,,72.2
Quebec,1990,Mobile Sources,Light-duty gasoline vehicles,all subsectors,2687,2687,2472,5140,131235,98647,1024430,1241,,,,0.062,,149.3
Quebec,1990,Mobile Sources,Marine Transportation,all subsectors,2543,2442,2246,19412,30302,2245,2698,33,114.6,48,1.1,3.822,,22.9
Quebec,1990,Mobile Sources,Motorcycles,all subsectors,4,4,4,12,125,447,3316,2,,,,,,1.2
Quebec,1990,Mobile Sources,Off-road use of diesel,all subsectors,5491,5491,5381,3755,41284,7323,29460,22,,,,,,
Quebec,1990,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,1974,1899,1784,471,3667,96276,335625,26,,,,,,0.2
Quebec,1990,Mobile Sources,Rail Transportation,all subsectors,303,303,294,468,13523,554,1337,4,25.4,8.5,8.5,0.102,,5.1
Quebec,1990,Mobile Sources,Tire wear & Brake Lining,all subsectors,997,997,244,,,,,,,,,,,
Quebec,1990,Incineration Sources,Crematorium,all subsectors,1,1,1,1,2,,2,,0.5,0.1,22.5,0.256,2.259,
Quebec,1990,Incineration Sources,Industrial & Commercial Incineration,all subsectors,12,9,6,32,49,2,26,,,,111,,,
Quebec,1990,Incineration Sources,Municipal Incineration,all subsectors,79,35,24,765,406,2658,6099,49,,,287.9,,,
Quebec,1990,Incineration Sources,Other Incineration & Utilities,all subsectors,51,5,1,717,171,63,841,20,,,,,,
Quebec,1990,Miscellaneous Sources,Cigarette Smoking,all subsectors,263,263,263,,,4,1246,34,0.7,1.9,0.1,0.006,,0.3
Quebec,1990,Miscellaneous Sources,Dry Cleaning,all subsectors,,,,,,174,,,,,,,,
Quebec,1990,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,45018,,,,,,,,
Quebec,1990,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,,,,,,,,,,,,,,
Quebec,1990,Miscellaneous Sources,Meat Cooking,all subsectors,1720,1720,1720,,,,,,,,,,,0.7
Quebec,1990,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,7281,,,,,,,,
Quebec,1990,Miscellaneous Sources,Printing,all subsectors,1,2,2,,37,7264,4,1,,,,,,
Quebec,1990,Miscellaneous Sources,Structural Fires,all subsectors,78,78,72,,10,80,434,5,,,,,,
Quebec,1990,Miscellaneous Sources,Surface Coatings,all subsectors,,,,,,31294,,,,,,,,
Quebec,1990,Miscellaneous Sources,Human,all subsectors,,,,,,,,118,,,26.1,,,
Quebec,1990,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,5,,,191.6,,,
Quebec,1990,Open Sources,Agriculture,all subsectors,92276,24213,8954,655,301,26467,56,61206,7.1,8.2,0.2,0.014,,0.1
Quebec,1990,Open Sources,Agriculture,Animals Production,6340,1762,366,,,26460,,54094,,,,,,
Quebec,1990,Open Sources,Agriculture,Crop Production,84786,21885,8421,,,,,,,,,,,
Quebec,1990,Open Sources,Agriculture,Fertilizer Application,1132,555,158,,,,,7102,,,,,,
Quebec,1990,Open Sources,Agriculture,Agriculture - Fuel Combustion,18,11,9,655,301,7,56,10,7.1,8.2,0.2,0.014,,0.1
Quebec,1990,Open Sources,Construction Operation,all subsectors,324204,97290,19490,459,956,17,163,17,3.3,2.9,0.7,0.016,,0.1
Quebec,1990,Open Sources,Dust from Paved Roads,all subsectors,543254,104124,24899,,,,,,,,,,,
Quebec,1990,Open Sources,Dust from Unpaved Roads,all subsectors,759393,250524,36856,,,,,,,,,,,
Quebec,1990,Open Sources,Dust from Coal Transportation,all subsectors,,,,,,,,,,,,,,
Quebec,1990,Open Sources,Waste,all subsectors,1354,691,644,122,1029,4966,3934,373,,,328.3,5.6,1325.92,195.4
Quebec,1990,Open Sources,Waste,Landfills,714,57,14,1,113,3682,95,4,,,143,,,
Quebec,1990,Open Sources,Waste,Water and Sewage Treatment,20,14,10,82,647,104,464,343,,,105,,,
Quebec,1990,Open Sources,Waste,Energy from Waste,,,,,,,,,,,,,,
Quebec,1990,Open Sources,Waste,Open Burning,618,618,618,39,232,1158,3243,25,,,80.3,5.6,1325.92,195.4
Quebec,1990,Open Sources,Waste,Waste Treatment and Disposal,3,3,2,,37,23,132,2,,,,,,
Quebec,1990,Open Sources,Mine Tailings,all subsectors,,,,,,,,,,,,,,
Quebec,1990,Open Sources,Prescribed Burning,all subsectors,100,83,58,,10,29,885,1,,,,0.012,,14.8
