Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Alberta,1990,Mobile Sources,Motorcycles,all subsectors,3,3,3,2,68,264,1816,1,,,,,,0.7
Alberta,1990,Mobile Sources,Off-road use of diesel,all subsectors,10685,10685,10471,4127,84128,13091,55125,42,,,,,,
Alberta,1990,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,2358,2268,2132,203,4485,119755,350086,27,,,,,,0.3
Alberta,1990,Mobile Sources,Rail Transportation,all subsectors,937,937,909,1449,41874,1716,4141,13,78.7,26.2,26.2,0.317,,15.9
Alberta,1990,Mobile Sources,Tire wear & Brake Lining,all subsectors,670,670,164,,,,,,,,,,,
Alberta,1990,Incineration Sources,Crematorium,all subsectors,,,,,1,,,,0.1,,7.3,0.084,0.737,
Alberta,1990,Incineration Sources,Industrial & Commercial Incineration,all subsectors,21,16,11,7,13,3,5,,,,,,,
Alberta,1990,Incineration Sources,Municipal Incineration,all subsectors,,,,,,,,,,,,,,
Alberta,1990,Incineration Sources,Other Incineration & Utilities,all subsectors,,,,,,,,,,,31.9,,,
Alberta,1990,Miscellaneous Sources,Cigarette Smoking,all subsectors,69,69,69,,,1,327,10,0.2,0.5,,0.002,,0.1
Alberta,1990,Miscellaneous Sources,Dry Cleaning,all subsectors,,,,,,65,,,,,,,,
Alberta,1990,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,18138,,,,,,,,
Alberta,1990,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,,,,,,,,,,,,,,
Alberta,1990,Miscellaneous Sources,Meat Cooking,all subsectors,626,626,626,,,,,,,,,,,0.2
Alberta,1990,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,4603,,,,,,,,
Alberta,1990,Miscellaneous Sources,Printing,all subsectors,,,,,,778,,,,,,,,
Alberta,1990,Miscellaneous Sources,Structural Fires,all subsectors,44,44,41,,6,45,245,3,,,,,,
Alberta,1990,Miscellaneous Sources,Surface Coatings,all subsectors,,,,,,10350,,,,,,,,
Alberta,1990,Miscellaneous Sources,Human,all subsectors,,,,,,,,43,,,9.7,,,
Alberta,1990,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,2,,,89.4,,,
Alberta,1990,Open Sources,Agriculture,all subsectors,1822312,659628,181478,12,393,78407,141,91810,1.9,10.7,0.8,0.003,,
Alberta,1990,Open Sources,Agriculture,Animals Production,5207,1923,417,,,78386,,71140,,,,,,
Alberta,1990,Open Sources,Agriculture,Crop Production,1814864,656593,180724,,,,,,,,,,,
Alberta,1990,Open Sources,Agriculture,Fertilizer Application,2213,1085,310,,,,,20667,,,,,,
Alberta,1990,Open Sources,Agriculture,Agriculture - Fuel Combustion,28,27,27,12,393,21,141,2,1.9,10.7,0.8,0.003,,
Alberta,1990,Open Sources,Construction Operation,all subsectors,1776594,532994,106616,124,534,11,92,9,1.1,1.3,0.3,0.009,,
Alberta,1990,Open Sources,Dust from Paved Roads,all subsectors,183893,35246,8428,,,,,,,,,,,
Alberta,1990,Open Sources,Dust from Unpaved Roads,all subsectors,2719554,825848,124774,,,,,,,,,,,
Alberta,1990,Open Sources,Dust from Coal Transportation,all subsectors,197,99,27,,,,,,,,,,,
Alberta,1990,Open Sources,Waste,all subsectors,705,348,326,387,3996,1360,1408,655,,,99.4,1.47,348.96,51.4
Alberta,1990,Open Sources,Waste,Landfills,317,34,14,87,554,722,147,,,,49.3,,,
Alberta,1990,Open Sources,Waste,Water and Sewage Treatment,225,150,149,290,3351,293,408,648,,,17.9,,,
Alberta,1990,Open Sources,Waste,Energy from Waste,,,,,,,,,,,,,,
Alberta,1990,Open Sources,Waste,Open Burning,163,163,163,10,61,305,853,7,,,29.3,1.47,348.96,51.4
Alberta,1990,Open Sources,Waste,Waste Treatment and Disposal,1,1,,,30,40,,,,,3,,,
Alberta,1990,Open Sources,Mine Tailings,all subsectors,1818,145,36,,,,,,,,,,,
Alberta,1990,Open Sources,Prescribed Burning,all subsectors,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Aluminum Industry,all subsectors,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),,,,,,,,,,,,,,
